SOURCE,TARGET,RATING,TIME
359,303,3,1338264000
453,160,1,1338264000
742,7409,1,1338264000
2216,10,2,1338264000
2926,0,1,1338264000
31,7441,1,1338264000
132,12,4,1338264000
1327,51,3,1338264000
70,799,3,1338264000
160,76,2,1338264000
10,2216,1,1338264000
799,70,1,1338264000
1327,1325,1,1338264000
1019,7582,-1,1338264000
391,1507,1,1338350400
283,102,1,1338350400
1507,102,1,1338350400
189,317,1,1338350400
1507,391,1,1338350400
102,1507,1,1338350400
317,189,1,1338350400
318,7409,2,1338350400
160,797,-1,1338350400
102,283,3,1338350400
2152,283,1,1338350400
10,1507,1,1338350400
283,2152,1,1338350400
622,42,1,1338350400
1507,10,1,1338350400
9,544,1,1338436800
76,1327,1,1338436800
9,917,2,1338436800
9,786,2,1338436800
451,8,2,1338436800
786,9,2,1338436800
392,42,1,1338436800
9,314,1,1338436800
76,8,3,1338436800
622,160,1,1338436800
314,9,1,1338436800
1321,160,2,1338436800
42,392,1,1338436800
520,31,2,1338436800
741,37,4,1338436800
1508,917,1,1338436800
917,1508,1,1338436800
743,37,1,1338436800
8,451,2,1338436800
37,741,4,1338436800
160,622,1,1338436800
8,76,3,1338436800
305,451,1,1338436800
451,305,1,1338436800
31,520,2,1338436800
160,1321,2,1338436800
917,9,3,1338436800
426,54,1,1338523200
7,74,1,1338523200
1509,0,1,1338523200
7,156,1,1338523200
1287,9,1,1338523200
544,154,1,1338523200
69,31,1,1338523200
54,2219,2,1338523200
0,1509,1,1338523200
54,426,1,1338523200
544,9,1,1338523200
66,1149,1,1338523200
1149,66,1,1338523200
31,69,1,1338523200
544,8,1,1338523200
544,134,1,1338523200
544,13,1,1338523200
70,741,2,1338523200
7409,392,2,1338523200
9,1287,1,1338523200
16,305,1,1338523200
803,203,2,1338523200
74,7,1,1338523200
203,803,2,1338523200
76,544,1,1338609600
7409,16,2,1338609600
132,10,4,1338609600
409,2156,1,1338609600
473,2936,1,1338609600
2156,409,1,1338609600
2936,473,1,1338609600
10,551,1,1338696000
786,1,3,1338696000
2222,70,1,1338696000
70,2222,1,1338696000
2222,34,1,1338696000
16,264,1,1338696000
16,3,5,1338696000
2939,1763,1,1338696000
264,16,1,1338696000
1152,7599,1,1338696000
1,786,3,1338696000
7599,1152,1,1338696000
2193,276,1,1338696000
318,740,3,1338696000
1,305,1,1338696000
1763,2939,1,1338696000
551,10,4,1338696000
10,1774,1,1338782400
31,392,1,1338782400
149,2821,1,1338782400
145,77,3,1338782400
145,2938,1,1338782400
145,2218,1,1338782400
77,145,3,1338782400
392,31,1,1338782400
39,7409,1,1338782400
21,188,2,1338782400
7409,39,1,1338782400
3,16,4,1338782400
2218,388,1,1338782400
409,741,5,1338782400
2821,149,1,1338782400
2218,145,1,1338782400
2938,145,1,1338782400
54,389,1,1338782400
189,188,1,1338782400
7587,2221,2,1338782400
518,1287,1,1338782400
176,62,1,1338782400
2221,7587,1,1338782400
116,305,1,1338782400
186,551,1,1338782400
284,63,1,1338782400
1147,116,1,1338782400
391,42,1,1338782400
0,2216,1,1338782400
409,116,1,1338782400
42,391,1,1338782400
6,97,3,1338782400
1774,10,1,1338782400
1287,518,1,1338782400
21,109,1,1338782400
136,263,1,1338868800
7415,1507,1,1338868800
264,489,5,1338868800
264,392,1,1338868800
1507,7415,1,1338868800
101,31,2,1338868800
453,42,3,1338868800
263,136,2,1338868800
392,176,2,1338868800
7564,25,2,1338868800
31,101,1,1338868800
31,264,1,1338868800
798,176,3,1338868800
97,1271,3,1338868800
176,798,1,1338868800
518,744,2,1338868800
389,54,3,1338868800
16,7409,-10,1338868800
744,518,2,1338868800
42,453,3,1338868800
392,264,1,1338868800
15,264,1,1338868800
1271,97,3,1338868800
264,15,2,1338868800
116,259,1,1338868800
7564,51,5,1338868800
1511,10,1,1338868800
744,473,2,1338868800
473,744,2,1338868800
116,409,2,1338868800
10,1511,1,1338868800
259,116,1,1338868800
176,392,2,1338868800
264,31,1,1338868800
2576,2150,1,1338955200
122,21,2,1338955200
28,0,1,1338955200
15,2943,1,1338955200
2943,15,1,1338955200
15,2076,1,1338955200
54,2942,1,1338955200
36,167,3,1338955200
24,803,1,1338955200
36,1763,1,1338955200
803,24,1,1338955200
798,318,3,1338955200
37,2576,1,1338955200
1763,36,1,1338955200
7415,2220,2,1338955200
167,36,1,1338955200
305,30,1,1338955200
318,798,3,1338955200
349,235,1,1338955200
7564,1774,2,1338955200
1774,7564,1,1338955200
235,349,1,1338955200
2576,37,1,1338955200
2942,54,1,1338955200
0,28,1,1338955200
305,16,2,1339041600
7415,1036,2,1339041600
32,9,2,1339041600
9,940,1,1339041600
169,2223,1,1339041600
109,486,2,1339041600
109,28,2,1339041600
25,940,1,1339041600
940,25,1,1339041600
1512,551,4,1339041600
551,1310,4,1339041600
28,109,1,1339041600
9,32,2,1339041600
20,69,1,1339041600
32,797,-3,1339041600
188,1505,1,1339041600
69,20,1,1339041600
10,263,1,1339041600
2223,169,1,1339041600
1512,10,4,1339041600
62,391,2,1339128000
62,208,1,1339128000
391,15,2,1339128000
188,105,1,1339128000
7,283,1,1339128000
369,6,5,1339128000
264,176,10,1339128000
15,391,2,1339128000
97,50,4,1339128000
208,62,2,1339128000
391,62,2,1339128000
1739,349,1,1339128000
208,175,4,1339128000
50,9,2,1339128000
105,940,1,1339128000
940,105,1,1339128000
283,7,1,1339128000
256,208,2,1339128000
208,266,4,1339128000
208,256,2,1339128000
105,188,1,1339128000
19,371,5,1339214400
87,16,1,1339214400
145,2225,2,1339214400
54,1154,4,1339214400
42,502,1,1339214400
305,65,1,1339214400
42,1777,1,1339214400
1286,6,2,1339214400
7441,6,1,1339214400
32,502,1,1339214400
189,7399,-10,1339214400
392,7409,-1,1339214400
1739,1777,1,1339214400
6,1286,2,1339214400
109,7,1,1339214400
1777,42,1,1339214400
502,42,1,1339214400
134,234,2,1339214400
9,50,1,1339214400
2225,145,2,1339214400
502,32,1,1339300800
437,520,1,1339300800
485,2222,1,1339300800
145,1500,1,1339300800
79,183,1,1339300800
24,59,2,1339300800
409,2937,1,1339300800
79,50,1,1339300800
145,2196,1,1339300800
1148,145,1,1339300800
0,2925,1,1339300800
21,79,1,1339300800
50,79,1,1339300800
2937,409,1,1339300800
1500,145,1,1339300800
145,1148,1,1339300800
2196,145,1,1339300800
10,622,1,1339387200
31,795,-1,1339387200
69,132,3,1339387200
259,160,2,1339387200
1777,7415,-10,1339387200
31,7582,-1,1339387200
186,24,1,1339387200
160,259,2,1339387200
409,799,2,1339387200
43,513,1,1339387200
7415,1777,1,1339387200
186,10,2,1339387200
0,622,1,1339387200
622,0,1,1339387200
622,10,1,1339387200
1036,7415,2,1339387200
24,186,1,1339387200
799,409,2,1339387200
1019,50,3,1339387200
0,1508,1,1339387200
1,797,-10,1339387200
69,8,3,1339387200
10,187,1,1339387200
10,7582,-10,1339387200
79,1133,1,1339387200
1133,79,1,1339387200
25,210,3,1339387200
8,69,3,1339387200
151,187,1,1339387200
2193,1986,1,1339387200
0,2941,1,1339473600
259,66,1,1339473600
25,99,2,1339473600
176,410,1,1339473600
740,9,1,1339473600
7,200,1,1339473600
7,42,1,1339473600
7,285,1,1339473600
259,34,1,1339473600
410,176,1,1339473600
520,437,3,1339473600
66,259,1,1339473600
285,7,1,1339473600
1508,200,1,1339473600
200,1508,1,1339473600
551,176,2,1339473600
176,551,2,1339473600
6,317,1,1339473600
165,547,1,1339473600
9,740,1,1339473600
7415,1328,5,1339473600
1019,165,1,1339473600
99,25,2,1339473600
259,37,1,1339473600
547,165,1,1339473600
259,284,1,1339473600
1328,1036,5,1339473600
2222,485,1,1339473600
284,259,1,1339473600
551,259,1,1339473600
165,1019,1,1339473600
740,318,2,1339473600
200,7,2,1339473600
10,1155,1,1339560000
10,7,1,1339560000
1155,10,1,1339560000
19,1770,2,1339560000
25,65,1,1339560000
259,0,1,1339560000
6,1307,2,1339560000
2865,7441,-5,1339560000
1325,24,5,1339560000
0,2944,1,1339560000
1155,521,1,1339560000
521,1155,1,1339560000
24,1325,2,1339560000
17,689,5,1339560000
65,25,1,1339560000
1307,6,1,1339560000
259,401,1,1339560000
1327,76,3,1339560000
189,54,1,1339560000
401,259,1,1339560000
328,392,1,1339646400
392,328,1,1339646400
1770,19,2,1339646400
2948,392,1,1339646400
392,2948,1,1339646400
259,10,1,1339646400
1505,188,3,1339646400
10,259,1,1339646400
7,25,1,1339732800
105,84,1,1339732800
2950,84,1,1339732800
87,1308,1,1339732800
259,7564,2,1339732800
176,349,4,1339732800
410,25,1,1339732800
37,259,3,1339732800
42,188,3,1339732800
2949,15,1,1339732800
188,42,3,1339732800
105,165,1,1339732800
7,62,1,1339732800
61,305,2,1339732800
2947,940,1,1339732800
1308,87,1,1339732800
940,2947,1,1339732800
1423,188,7,1339732800
84,2950,1,1339732800
62,7,1,1339732800
188,1,3,1339732800
3,2200,2,1339732800
165,105,1,1339732800
305,61,1,1339732800
84,105,1,1339732800
188,1423,1,1339732800
15,2949,1,1339732800
10,371,1,1339819200
371,19,5,1339819200
46,196,1,1339819200
46,271,2,1339819200
46,1033,1,1339819200
800,208,3,1339819200
46,254,1,1339819200
46,25,6,1339819200
208,147,1,1339819200
371,10,1,1339819200
76,176,1,1339819200
176,76,1,1339819200
634,940,1,1339819200
266,208,3,1339819200
116,1147,1,1339819200
208,800,3,1339819200
50,7,3,1339819200
210,25,1,1339819200
46,37,3,1339819200
2442,42,1,1339819200
801,176,1,1339819200
175,2190,1,1339905600
141,1778,1,1339905600
1778,141,1,1339905600
175,1770,1,1339905600
175,79,2,1339905600
0,2946,1,1339905600
175,266,4,1339905600
175,736,5,1339905600
389,175,3,1339905600
133,175,2,1339905600
175,133,2,1339905600
0,2940,1,1339905600
89,121,1,1339905600
940,84,1,1339905600
175,62,5,1339905600
121,89,1,1339905600
175,389,2,1339905600
84,940,1,1339905600
15,2205,1,1339905600
76,46,1,1339905600
945,9,1,1339905600
175,19,5,1339905600
2205,15,1,1339905600
9,945,1,1339905600
9,264,2,1339905600
8,175,8,1339905600
264,9,2,1339905600
1133,34,2,1339905600
349,25,1,1339905600
175,13,5,1339905600
37,743,2,1339905600
1133,14,2,1339905600
175,8,10,1339905600
46,76,1,1339905600
454,0,1,1339992000
7,20,2,1339992000
635,454,1,1339992000
346,3,1,1339992000
2171,7,1,1339992000
7,2171,1,1339992000
259,939,2,1339992000
61,50,1,1339992000
410,7587,1,1339992000
454,635,1,1339992000
7587,410,1,1339992000
426,34,2,1339992000
800,490,1,1339992000
50,61,2,1339992000
79,490,1,1339992000
285,89,1,1339992000
16,410,1,1339992000
1508,0,2,1339992000
82,170,1,1339992000
89,285,1,1339992000
800,189,1,1339992000
70,744,7,1339992000
16,543,3,1339992000
189,800,1,1339992000
410,16,1,1339992000
20,7,2,1339992000
170,82,1,1339992000
25,347,3,1339992000
0,454,1,1339992000
490,800,1,1339992000
144,89,5,1339992000
800,24,1,1339992000
24,800,3,1339992000
3,346,1,1339992000
347,25,3,1339992000
109,145,2,1339992000
188,89,1,1340078400
7,2954,1,1340078400
259,1510,1,1340078400
89,188,1,1340078400
543,16,3,1340078400
259,635,1,1340078400
1510,259,1,1340078400
121,468,1,1340078400
635,259,1,1340078400
188,659,2,1340078400
15,2953,1,1340078400
2954,7,1,1340078400
7456,683,2,1340078400
7564,7,1,1340078400
156,683,2,1340078400
264,61,1,1340078400
188,551,3,1340078400
659,188,2,1340078400
61,264,1,1340078400
683,156,2,1340078400
2953,15,1,1340078400
551,188,3,1340078400
1439,100,1,1340078400
145,109,2,1340164800
20,521,1,1340164800
328,255,1,1340164800
187,7578,-2,1340164800
868,7,2,1340164800
305,42,1,1340164800
2786,7402,-10,1340164800
32,1037,1,1340164800
189,24,1,1340164800
25,7578,-2,1340164800
37,7578,-1,1340164800
10,165,1,1340164800
410,2955,1,1340164800
932,7578,-2,1340164800
165,10,1,1340164800
1037,32,1,1340164800
2955,410,1,1340164800
9,622,6,1340164800
7,868,2,1340164800
9,2956,1,1340164800
2956,9,1,1340164800
622,9,6,1340164800
7578,84,-5,1340164800
82,389,1,1340251200
10,7376,1,1340251200
2198,17,4,1340251200
25,37,1,1340251200
37,25,1,1340251200
20,21,1,1340251200
68,1779,1,1340251200
1037,7457,-10,1340251200
23,410,1,1340251200
12,24,1,1340251200
24,12,1,1340251200
1779,68,1,1340251200
17,2227,2,1340251200
410,23,1,1340251200
21,25,3,1340251200
7376,10,1,1340251200
486,46,1,1340337600
25,189,3,1340337600
1038,160,1,1340337600
145,1509,3,1340337600
160,9,5,1340337600
1323,160,1,1340337600
2227,17,3,1340337600
0,2951,1,1340337600
189,10,3,1340337600
10,189,2,1340337600
160,1038,1,1340337600
1321,15,1,1340337600
1509,145,5,1340337600
70,37,5,1340337600
37,70,5,1340337600
2951,0,1,1340337600
160,1323,1,1340337600
550,134,7,1340337600
15,1321,1,1340337600
7376,23,1,1340337600
9,160,5,1340337600
2957,176,1,1340424000
1038,176,1,1340424000
392,7332,-1,1340424000
66,1326,1,1340424000
1281,6,1,1340424000
176,2957,1,1340424000
638,176,2,1340424000
485,70,1,1340424000
489,1506,3,1340424000
176,1038,1,1340424000
176,638,1,1340424000
46,486,1,1340424000
70,485,3,1340424000
950,316,2,1340424000
9,66,4,1340424000
6,1281,1,1340424000
1506,489,3,1340424000
66,987,1,1340510400
7,84,1,1340510400
165,136,1,1340510400
9,276,3,1340510400
16,165,1,1340510400
84,7,1,1340510400
82,2959,1,1340510400
62,800,4,1340510400
62,175,5,1340510400
165,84,1,1340510400
2959,82,1,1340510400
802,1038,2,1340510400
276,9,3,1340510400
800,62,4,1340510400
1325,1307,1,1340510400
1038,802,2,1340510400
136,66,1,1340510400
292,59,1,1340510400
165,25,1,1340510400
136,30,1,1340510400
165,16,1,1340510400
1505,263,2,1340510400
9,136,2,1340510400
392,2889,1,1340510400
2889,392,1,1340510400
1307,1325,1,1340510400
7332,392,1,1340510400
66,136,1,1340510400
987,66,1,1340510400
165,271,1,1340596800
561,9,3,1340596800
259,779,1,1340596800
144,806,1,1340596800
165,1,1,1340596800
410,66,1,1340596800
51,258,1,1340596800
66,410,1,1340596800
3,62,5,1340596800
21,20,2,1340596800
561,779,3,1340596800
84,165,1,1340596800
149,9,1,1340596800
259,105,1,1340596800
62,13,8,1340596800
9,149,1,1340596800
25,271,1,1340596800
51,25,2,1340596800
9,165,1,1340596800
779,259,1,1340596800
176,264,7,1340596800
165,9,1,1340596800
105,259,1,1340596800
9,561,2,1340596800
189,303,1,1340683200
188,259,1,1340683200
688,328,1,1340683200
189,187,1,1340683200
622,176,2,1340683200
6,7441,-6,1340683200
25,218,1,1340683200
218,25,1,1340683200
688,13,3,1340683200
806,19,5,1340683200
176,622,2,1340683200
259,188,1,1340683200
189,266,1,1340683200
301,688,3,1340683200
259,7511,1,1340683200
688,301,3,1340683200
259,2958,1,1340683200
259,529,1,1340683200
529,259,1,1340683200
62,16,2,1340683200
7511,259,1,1340683200
622,32,1,1340683200
165,7414,1,1340683200
259,1134,1,1340683200
16,62,2,1340683200
62,3,5,1340683200
688,7579,2,1340683200
1761,1275,1,1340683200
1275,1761,1,1340683200
189,1,2,1340683200
218,303,1,1340683200
688,800,2,1340683200
32,622,1,1340683200
486,32,3,1340769600
77,259,1,1340769600
10,170,2,1340769600
259,77,1,1340769600
32,486,3,1340769600
1275,316,1,1340769600
19,806,2,1340769600
800,688,2,1340769600
62,521,1,1340769600
6,145,1,1340769600
188,51,1,1340769600
82,51,1,1340769600
521,62,1,1340769600
51,82,1,1340769600
170,10,2,1340769600
189,25,2,1340769600
303,218,1,1340769600
1253,20,1,1340769600
17,2960,1,1340769600
189,12,1,1340769600
145,6,1,1340769600
2960,17,1,1340769600
2958,259,1,1340856000
1741,0,1,1340856000
70,1232,3,1340856000
0,1741,1,1340856000
561,23,3,1340856000
1,188,3,1340856000
25,32,3,1340856000
54,165,3,1340856000
1232,70,5,1340856000
23,561,1,1340856000
165,54,3,1340856000
6,7503,-9,1340942400
692,552,1,1340942400
84,96,1,1340942400
9,102,1,1340942400
264,7,10,1340942400
96,84,1,1340942400
305,51,1,1340942400
102,9,1,1340942400
552,692,1,1340942400
51,305,1,1340942400
2962,176,2,1341028800
259,745,1,1341028800
106,84,1,1341028800
176,84,1,1341028800
106,512,10,1341028800
84,106,1,1341028800
0,259,1,1341028800
69,189,1,1341028800
176,2962,1,1341028800
25,51,3,1341028800
940,9,1,1341028800
19,51,4,1341115200
74,410,1,1341115200
165,156,1,1341115200
66,84,1,1341115200
799,34,4,1341115200
1,7582,-10,1341115200
84,66,1,1341115200
156,165,1,1341115200
745,259,1,1341115200
410,74,1,1341115200
51,19,4,1341115200
0,329,1,1341115200
12,74,1,1341115200
315,692,5,1341115200
84,7587,1,1341115200
74,12,1,1341115200
176,1303,1,1341115200
160,77,1,1341201600
165,551,3,1341201600
1329,188,5,1341201600
389,82,2,1341201600
486,51,2,1341201600
77,160,1,1341201600
410,305,2,1341201600
188,1329,5,1341201600
50,106,1,1341201600
1038,7602,6,1341201600
106,50,1,1341201600
1297,188,1,1341201600
612,7,1,1341201600
121,10,8,1341201600
1136,77,1,1341201600
106,1776,1,1341201600
7602,1157,5,1341201600
490,84,2,1341201600
303,547,1,1341201600
79,59,5,1341201600
305,410,3,1341201600
188,1297,1,1341201600
79,259,1,1341201600
51,7,2,1341201600
259,79,1,1341201600
1920,79,2,1341201600
552,1320,1,1341201600
51,960,2,1341201600
51,486,2,1341201600
1776,106,1,1341201600
77,1136,1,1341201600
453,9,2,1341201600
9,453,2,1341201600
46,6,3,1341288000
84,490,2,1341288000
7561,189,-10,1341288000
176,99,3,1341288000
6,46,3,1341288000
803,25,1,1341288000
74,9,2,1341288000
955,6,7,1341288000
803,84,1,1341288000
84,803,1,1341288000
21,346,1,1341288000
346,21,1,1341288000
77,1510,1,1341288000
0,473,1,1341288000
9,74,2,1341288000
349,132,2,1341288000
349,1739,1,1341288000
349,1021,2,1341288000
349,1940,1,1341288000
517,516,4,1341288000
692,315,6,1341288000
25,803,1,1341288000
803,1019,1,1341288000
1019,803,1,1341288000
149,21,1,1341288000
1510,77,1,1341288000
141,1038,2,1341288000
1038,141,3,1341288000
21,329,1,1341288000
1771,9,2,1341374400
0,2961,1,1341374400
82,165,2,1341374400
46,8,5,1341374400
165,82,2,1341374400
10,8,10,1341374400
486,77,1,1341374400
77,486,1,1341374400
46,1,7,1341374400
165,134,1,1341374400
134,165,1,1341374400
158,8,9,1341374400
9,1771,2,1341374400
490,442,1,1341374400
2961,0,1,1341374400
552,175,1,1341374400
960,7,1,1341374400
165,346,2,1341374400
7,960,1,1341374400
165,552,1,1341374400
520,7,4,1341374400
552,165,1,1341374400
10,303,2,1341460800
20,1151,2,1341460800
82,41,1,1341460800
9,346,2,1341460800
346,9,2,1341460800
8,442,2,1341460800
552,2230,1,1341460800
187,1761,-1,1341460800
303,391,1,1341460800
521,5341,1,1341460800
303,10,5,1341460800
2230,552,1,1341460800
5341,521,1,1341460800
2207,34,2,1341460800
79,1503,2,1341460800
426,1776,1,1341460800
1776,426,1,1341460800
1151,20,2,1341460800
82,10,1,1341460800
176,2945,1,1341460800
106,347,6,1341460800
41,82,1,1341460800
346,165,2,1341460800
347,106,6,1341460800
59,34,2,1341460800
176,165,4,1341547200
1232,34,3,1341547200
739,175,5,1341547200
189,9,3,1341547200
1757,77,1,1341547200
10,693,1,1341547200
9,189,3,1341547200
77,1757,1,1341547200
25,215,1,1341547200
165,1776,1,1341547200
551,165,3,1341547200
8,158,9,1341547200
13,62,9,1341547200
21,149,2,1341547200
158,16,9,1341547200
1776,165,1,1341547200
96,30,1,1341633600
800,349,1,1341633600
54,1945,1,1341633600
1945,25,1,1341633600
328,165,2,1341633600
349,800,1,1341633600
165,328,2,1341633600
16,158,6,1341633600
1945,54,1,1341633600
740,276,1,1341633600
276,740,1,1341633600
87,7403,-5,1341720000
806,144,1,1341720000
21,165,1,1341720000
10,77,1,1341720000
739,276,1,1341720000
276,739,1,1341720000
165,7587,1,1341720000
25,144,2,1341720000
488,3,1,1341720000
25,165,3,1341720000
16,806,2,1341720000
490,303,3,1341720000
3,488,2,1341720000
806,16,3,1341720000
552,32,1,1341720000
9,51,4,1341806400
361,6,1,1341806400
200,31,4,1341806400
51,31,3,1341806400
953,359,2,1341806400
79,383,2,1341806400
389,165,2,1341806400
31,200,4,1341806400
20,551,1,1341806400
89,42,1,1341806400
31,51,3,1341806400
305,188,6,1341806400
1733,42,1,1341806400
521,170,2,1341806400
170,521,2,1341806400
953,34,2,1341806400
188,305,6,1341806400
622,259,1,1341806400
32,552,1,1341806400
165,2964,1,1341806400
2964,165,1,1341806400
1037,5341,1,1341806400
800,2229,1,1341806400
42,1733,1,1341806400
259,622,1,1341806400
6,361,1,1341806400
383,79,5,1341806400
165,389,2,1341806400
189,391,1,1341892800
692,40,3,1341892800
391,189,2,1341892800
41,692,1,1341892800
2229,800,2,1341892800
31,370,1,1341892800
6,82,1,1341892800
7,800,1,1341892800
165,36,2,1341892800
10,490,1,1341892800
10,487,1,1341892800
51,9,3,1341892800
36,165,2,1341892800
800,7,1,1341892800
7,520,5,1341892800
487,10,1,1341892800
370,31,1,1341892800
82,6,1,1341892800
276,347,1,1341979200
59,24,2,1341979200
263,20,1,1341979200
301,175,3,1341979200
2851,361,1,1341979200
109,368,4,1341979200
301,59,3,1341979200
361,2851,1,1341979200
20,5341,2,1341979200
2217,955,1,1341979200
20,955,1,1341979200
7602,62,5,1341979200
347,276,1,1341979200
955,2217,1,1341979200
20,263,1,1341979200
276,20,3,1342065600
3,520,1,1342065600
24,10,3,1342065600
42,369,-3,1342065600
7552,1768,1,1342065600
451,692,1,1342065600
7587,7,1,1342065600
10,24,2,1342065600
121,42,2,1342065600
20,276,4,1342065600
2230,7564,-10,1342065600
42,121,2,1342065600
68,797,-1,1342152000
693,347,2,1342152000
265,74,1,1342152000
592,263,1,1342152000
153,592,1,1342152000
487,490,1,1342152000
19,488,5,1342152000
347,693,2,1342152000
693,42,2,1342152000
42,693,2,1342152000
263,592,1,1342152000
490,487,1,1342152000
32,153,1,1342152000
1648,2963,1,1342152000
42,486,3,1342152000
592,153,1,1342152000
490,838,2,1342152000
410,40,2,1342152000
20,347,1,1342152000
486,7,3,1342152000
183,746,1,1342152000
51,24,5,1342152000
592,10,1,1342152000
490,34,3,1342152000
116,7587,1,1342152000
7,486,1,1342152000
549,40,1,1342152000
634,592,1,1342152000
10,592,1,1342152000
153,32,1,1342152000
592,634,1,1342152000
838,490,2,1342152000
7587,116,3,1342152000
259,17,2,1342152000
24,592,1,1342152000
549,77,1,1342238400
2965,0,3,1342238400
46,40,1,1342238400
175,2230,1,1342238400
7,165,1,1342238400
175,16,2,1342238400
6,20,2,1342238400
349,112,1,1342238400
112,349,1,1342238400
42,586,1,1342238400
3,30,4,1342238400
189,549,3,1342238400
591,183,1,1342238400
0,2965,1,1342238400
144,29,1,1342238400
183,591,1,1342238400
7,265,1,1342238400
20,6,2,1342238400
77,549,1,1342238400
490,1038,1,1342238400
1133,7399,-10,1342238400
284,592,2,1342238400
2758,20,1,1342238400
165,7,1,1342238400
265,7,1,1342238400
20,2758,1,1342238400
1133,7561,-10,1342238400
1038,490,2,1342238400
17,259,2,1342324800
17,953,1,1342324800
1151,294,1,1342324800
212,217,10,1342324800
953,17,1,1342324800
451,40,2,1342324800
387,183,1,1342324800
294,1151,1,1342324800
490,387,1,1342324800
217,212,10,1342324800
42,105,1,1342324800
82,276,1,1342324800
42,155,1,1342324800
155,42,1,1342324800
387,490,1,1342324800
105,42,1,1342324800
276,82,1,1342324800
77,318,2,1342411200
31,1505,3,1342411200
692,451,3,1342411200
77,738,1,1342411200
318,77,2,1342411200
1761,592,1,1342411200
2201,310,1,1342411200
1160,2229,1,1342411200
70,1330,1,1342411200
20,61,3,1342411200
37,2231,2,1342411200
746,528,1,1342411200
528,746,1,1342411200
694,802,1,1342411200
802,694,2,1342411200
31,102,1,1342411200
738,77,1,1342411200
46,77,1,1342411200
217,802,2,1342411200
802,217,2,1342411200
36,24,1,1342411200
2229,1160,1,1342411200
24,36,1,1342411200
294,50,1,1342411200
165,411,1,1342411200
217,150,8,1342411200
102,31,1,1342411200
79,746,1,1342411200
50,294,1,1342411200
693,692,1,1342411200
692,693,1,1342411200
77,46,1,1342411200
1505,31,3,1342411200
61,23,1,1342497600
738,1782,1,1342497600
1321,1782,1,1342497600
1782,738,1,1342497600
1330,70,1,1342497600
427,203,10,1342497600
355,742,1,1342497600
42,1782,1,1342497600
742,355,1,1342497600
738,1330,1,1342497600
252,82,1,1342497600
23,61,1,1342497600
1160,587,1,1342497600
622,77,6,1342497600
1782,1321,1,1342497600
746,0,1,1342497600
203,427,10,1342497600
176,489,1,1342497600
82,252,1,1342497600
688,451,1,1342497600
451,688,1,1342497600
0,746,1,1342497600
7,204,1,1342497600
1160,391,3,1342497600
391,1160,3,1342497600
409,632,5,1342497600
77,20,1,1342497600
176,488,1,1342497600
77,622,6,1342497600
1782,42,1,1342497600
24,42,1,1342497600
3,1037,1,1342497600
489,176,1,1342497600
1159,688,3,1342497600
20,77,1,1342497600
688,1159,3,1342497600
488,176,1,1342497600
42,24,1,1342497600
89,40,2,1342584000
490,2232,2,1342584000
7,521,2,1342584000
528,1153,2,1342584000
1153,528,2,1342584000
317,6,2,1342584000
1037,3,1,1342584000
481,82,1,1342584000
632,409,6,1342584000
454,17,5,1342584000
1778,42,1,1342584000
1768,7552,2,1342584000
0,19,3,1342584000
255,0,6,1342584000
2232,490,2,1342584000
1,240,2,1342584000
82,481,1,1342584000
70,2968,1,1342584000
17,454,5,1342584000
42,1161,1,1342584000
19,240,3,1342584000
42,1778,1,1342584000
806,51,2,1342670400
737,20,3,1342670400
486,7511,1,1342670400
20,737,3,1342670400
955,20,1,1342670400
488,19,4,1342670400
36,40,3,1342670400
486,42,5,1342670400
806,7,2,1342670400
50,552,1,1342670400
7511,486,1,1342670400
6,1308,2,1342670400
349,176,5,1342670400
1308,6,2,1342670400
42,202,1,1342670400
176,1161,1,1342670400
7587,693,2,1342670400
1161,176,1,1342670400
202,42,1,1342670400
552,50,1,1342670400
105,28,3,1342670400
617,722,10,1342670400
722,617,10,1342670400
411,165,5,1342670400
51,806,1,1342670400
349,16,2,1342670400
23,442,1,1342670400
16,349,2,1342670400
96,806,1,1342756800
165,204,1,1342756800
204,165,1,1342756800
960,50,1,1342756800
106,204,1,1342756800
7587,62,2,1342756800
6,355,1,1342756800
20,1297,1,1342756800
1297,20,1,1342756800
204,106,1,1342756800
347,20,4,1342756800
368,109,5,1342756800
355,6,2,1342756800
17,1305,5,1342843200
189,42,1,1342843200
42,189,2,1342843200
10,182,-10,1342843200
1297,40,2,1342843200
19,89,3,1342843200
806,96,1,1342843200
89,51,1,1342843200
121,195,1,1342843200
1161,40,1,1342843200
77,74,3,1342843200
20,960,1,1342843200
183,208,1,1342843200
21,134,4,1342843200
202,89,1,1342843200
505,89,1,1342843200
89,505,1,1342843200
74,77,3,1342843200
51,89,1,1342843200
960,20,1,1342843200
89,202,1,1342843200
27,488,1,1342843200
50,134,2,1342843200
1778,1515,1,1342929600
1161,7,1,1342929600
1037,1510,2,1342929600
89,29,1,1342929600
50,960,1,1342929600
77,41,2,1342929600
294,7,1,1342929600
89,1,2,1342929600
24,265,1,1342929600
265,24,1,1342929600
1,89,2,1342929600
6,1783,1,1342929600
960,7564,1,1342929600
7564,960,1,1342929600
1515,1778,1,1342929600
1510,1037,2,1342929600
586,42,1,1342929600
592,257,3,1342929600
41,77,2,1342929600
42,742,2,1342929600
1783,6,1,1342929600
592,7440,-9,1342929600
5341,20,2,1342929600
1032,7,2,1342929600
